OBJECTID,CT20,FIP23,CITY,CSA,CT20FIP23CSA,Shape__Area,Shape__Length
5125,601212,36546,Inglewood, ,60121236546,6297969.21679688,10124.36773
5126,601301,36546,Inglewood, ,60130136546,6590070.953,11019.7865549021
5127,601302,36546,Inglewood, ,60130236546,13157508.4013672,19630.7691487648
5128,601303,36546,Inglewood, ,60130336546,4719522.32519531,8901.57058362369
5129,601401,36546,Inglewood, ,60140136546,17037675.7871094,18385.7979054055
5130,601402,36546,Inglewood, ,60140236546,10661668.7734375,13308.5989324128
5131,601501,36546,Inglewood, ,60150136546,1795547.3984375,11314.4249180221
5132,601502,99037,Unincorporated,Lennox,60150299037Lennox,5282862.16503906,11452.0292302548
5133,601600,32548,Hawthorne, ,60160032548,215184.501953125,4328.35952898867
5134,601600,99037,Unincorporated,Lennox,60160099037Lennox,9681082.77636719,13377.6076146414
5135,601700,32548,Hawthorne, ,60170032548,1039842.14941406,10808.3406664586
5136,601700,99037,Unincorporated,Lennox,60170099037Lennox,5942467.47265625,13791.0387113492
5137,601700,36546,Inglewood, ,60170036546,1180880.17675781,7218.48396336051
5138,601801,99037,Unincorporated,Lennox,60180199037Lennox,1291975.51757813,10469.4765765376
5139,601801,36546,Inglewood, ,60180136546,3947936.59570313,11862.9379584951
5140,601802,99037,Unincorporated,Lennox,60180299037Lennox,4948954.77734375,10291.368405267
5141,601802,36546,Inglewood, ,60180236546,261486.118164063,3577.25089136167
5142,601900,36546,Inglewood, ,60190036546,7499025.46484375,11034.7026454377
5143,602002,32548,Hawthorne, ,60200232548,5662100.656,10755.5966174837
5144,602003,36546,Inglewood, ,60200336546,6844844.28515625,10436.0252505006
5145,602103,32548,Hawthorne, ,60210332548,8997611.59277344,11937.1633932651
5146,602104,32548,Hawthorne, ,60210432548,8002763.3671875,11596.7401283368
5147,602105,32548,Hawthorne, ,60210532548,6874249.656,10463.5267061685
5148,602106,32548,Hawthorne, ,60210632548,8831207.18554688,13277.3452380948
5149,602202,32548,Hawthorne, ,60220232548,5264101.15136719,9914.44021553515
5150,602301,99037,Unincorporated,Wiseburn,60230199037Wiseburn,12905390.8535156,18226.9220858772
5151,602301,32548,Hawthorne, ,60230132548,6331180.37695313,28181.3534215854
5152,602302,32548,Hawthorne, ,60230232548,20983739.8193359,22890.534428316
5153,602402,32548,Hawthorne, ,60240232548,14219152.9931641,17499.0716270513
5154,602403,32548,Hawthorne, ,60240332548,6305101.35839844,10061.7808826078
5155,602404,32548,Hawthorne, ,60240432548,6947263.8359375,11320.0828262169
5156,602504,32548,Hawthorne, ,60250432548,3460243.23046875,7905.66230939896
5157,602505,32548,Hawthorne, ,60250532548,3484355.04101563,7924.83691860989
5158,602506,32548,Hawthorne, ,60250632548,3469996.60351563,7896.95663468613
5159,602507,32548,Hawthorne, ,60250732548,3467563.3515625,7903.30504764375
5160,602510,32548,Hawthorne, ,60251032548,3493955.80175781,7935.09612864069
5161,602511,32548,Hawthorne, ,60251132548,3676005.01855469,8638.19106907944
5162,602512,99037,Unincorporated,Hawthorne,60251299037Hawthorne,3320726.22753906,7996.71738868954
5163,602513,32548,Hawthorne, ,60251332548,19375698.2089844,21245.5386684115
5164,602601,28168,Gardena, ,60260128168,13897823.4169922,15886.6397285778
5165,602602,28168,Gardena, ,60260228168,6993792.87695313,10569.939816438
5166,602700,99037,Unincorporated,Athens-Westmont,60270099037Athens-Westmont,9452404.63378906,15783.8830046519
5167,602700,32548,Hawthorne, ,60270032548,17238135.3681641,20597.2169325536
5168,602801,99037,Unincorporated,Athens-Westmont,60280199037Athens-Westmont,13399629.2578125,15707.7869629423
5169,602802,99037,Unincorporated,Athens-Westmont,60280299037Athens-Westmont,14372136.0761719,16003.8411922747
5170,602900,28168,Gardena, ,60290028168,30106445.7460938,27265.5427158449
5171,603004,28168,Gardena, ,60300428168,2428602.4140625,8219.85572062049
5172,603005,28168,Gardena, ,60300528168,7004838.328,10585.9307617908
5173,603006,28168,Gardena, ,60300628168,7400998.30566406,10962.6985033101
5174,603007,28168,Gardena, ,60300728168,7214716.9921875,14312.0815466783
5175,603008,28168,Gardena, ,60300828168,5038368.7421875,10810.3300128681
5176,603101,28168,Gardena, ,60310128168,9489723.01269531,12621.899748348
5177,603102,28168,Gardena, ,60310228168,8028835.11816406,11373.3643862478
5178,603200,28168,Gardena, ,60320028168,12162595.6113281,21844.8858942972
5179,603301,28168,Gardena, ,60330128168,10493281.9160156,14162.359669939
5180,603302,28168,Gardena, ,60330228168,12168539.4150391,15259.6145739562
5181,603400,28168,Gardena, ,60340028168,12199588.2958984,15554.4079287186
5182,603500,28168,Gardena, ,60350028168,8573147.63378906,13097.566269707
5183,603600,28168,Gardena, ,60360028168,10059929.72,13076.8099771123
5184,603702,99037,Unincorporated,El Camino Village,60370299037El Camino Village,27841327.1845703,21644.1882261605
5185,603703,32548,Hawthorne, ,60370332548,7032754.19335938,10877.483765176
5186,603705,32548,Hawthorne, ,60370532548,2916105.91992188,7678.94986936911
5187,603706,99037,Unincorporated,El Camino Village,60370699037El Camino Village,4024548.16894531,10214.1965361135
5188,603801,40886,Lawndale, ,60380140886,7168747.09179688,11009.2911431344
5189,603802,40886,Lawndale, ,60380240886,6715577.56542969,10452.7096265007
5190,603901,40886,Lawndale, ,60390140886,8009466.26367188,15742.1592832012
5191,603902,40886,Lawndale, ,60390240886,8064428.56054688,12027.6988682824
5192,604001,40886,Lawndale, ,60400140886,7043190.57519531,10651.7597936531
5193,604002,40886,Lawndale, ,60400240886,6965714.29785156,10400.7434667334
5194,604101,40886,Lawndale, ,60410140886,5163275.52636719,9612.76100765418
5195,604102,40886,Lawndale, ,60410240886,5730865.8359375,12094.8448637917
5196,604200,36546,Inglewood, ,60420036546,13545826.9921875,17861.156991852
5197,609900,99037,Unincorporated,La Rambla,60990099037La Rambla,5856793.5390625,14110.3330925722
5198,620001,22412,El Segundo, ,62000122412,12498423.6806641,14641.5421077187
5199,620002,22412,El Segundo, ,62000222412,12752946.2617188,15825.2251907018
5200,620101,22412,El Segundo, ,62010122412,14282518.8789063,16059.4143445158
5201,620102,22412,El Segundo, ,62010222412,9382571.67578125,16016.6697575445
5202,620301,45400,Manhattan Beach, ,62030145400,11171917.015625,14199.7093577958
5203,620303,45400,Manhattan Beach, ,62030345400,12466503.3330078,15940.4077445635
5204,620400,45400,Manhattan Beach, ,62040045400,27760493.984375,21111.0127347768
5205,620501,60018,Redondo Beach, ,62050160018,27944384.5927734,21151.1869886825
5206,620521,60018,Redondo Beach, ,62052160018,6989939.78027344,10575.1742855253
5207,620522,60018,Redondo Beach, ,62052260018,8015937.75,11358.566317868
5208,620601,60018,Redondo Beach, ,62060160018,14659946.1582031,19870.6574192697
5209,620602,60018,Redondo Beach, ,62060260018,14525452.0751953,18787.1822236245
5210,620701,60018,Redondo Beach, ,62070160018,10981298.6191406,15277.7601026507
5211,620703,60018,Redondo Beach, ,62070360018,6228250.25488281,11279.3990141486
5212,620704,60018,Redondo Beach, ,62070460018,8033777.36035156,13622.7271822337
5213,620801,45400,Manhattan Beach, ,62080145400,12906927.5166016,15859.5847734327
5214,620802,45400,Manhattan Beach, ,62080245400,13837137.7275391,15834.8718159596
5215,620901,45400,Manhattan Beach, ,62090145400,9389030.67480469,12902.5619322467
5216,621001,33364,Hermosa Beach, ,62100133364,10246161.8535156,16095.827631943
5217,621102,33364,Hermosa Beach, ,62110233364,5840894.0078125,10879.7922409604
5218,621201,60018,Redondo Beach, ,62120160018,17662814.5449219,17425.3910032185
5219,621301,60018,Redondo Beach, ,62130160018,16821589.7236328,17391.3302652862
5220,621400,60018,Redondo Beach, ,62140060018,13776009.8623047,16247.3681716442
5221,650001,80000,Torrance, ,65000180000,17436543.9472656,17012.0913939526
5222,650003,80000,Torrance, ,65000380000,5469597.18261719,9620.74177630968
5223,650004,80000,Torrance, ,65000480000,8244240.56835938,11726.9641264122
5224,650101,80000,Torrance, ,65010180000,20505545.4199219,18569.7739064506
5225,650102,80000,Torrance, ,65010280000,9175305.83007813,13434.4766420872
5226,650200,80000,Torrance, ,65020080000,26078327.4169922,30124.1836830624
5227,650300,80000,Torrance, ,65030080000,20229142.6708984,21219.7441667598
5228,650401,80000,Torrance, ,65040180000,37763560.9345703,32199.9645244036
5229,650501,80000,Torrance, ,65050180000,10674697.7236328,13602.2704344673
5230,650502,80000,Torrance, ,65050280000,14362471.4541016,15575.7347698469
5231,650603,80000,Torrance, ,65060380000,13738151.5429688,16172.0991101747
5232,650604,80000,Torrance, ,65060480000,5548335.74511719,9489.82469678862
5233,650605,80000,Torrance, ,65060580000,5251352.71191406,9226.06648440858
5234,650606,80000,Torrance, ,65060680000,7894435.10742188,16005.2242778842
5235,650607,80000,Torrance, ,65060780000,5444010.01757813,11200.1925661194
5236,650701,80000,Torrance, ,65070180000,21598033.8017578,18666.7351379655
5237,650702,80000,Torrance, ,65070280000,15061455.0644531,16483.5485508699
5238,650801,80000,Torrance, ,65080180000,7973141.11132813,13771.0289594252
5239,650802,80000,Torrance, ,65080280000,5896873.55273438,12372.4525585048
5240,650901,80000,Torrance, ,65090180000,38160231.8935547,29541.6687672917
5241,650903,80000,Torrance, ,65090380000,11405835.3691406,17075.2167739691
5242,650904,80000,Torrance, ,65090480000,10063274.7714844,16179.20327
5243,651001,80000,Torrance, ,65100180000,15230461.890625,19051.1965876565
5244,651002,80000,Torrance, ,65100280000,12752900.8056641,15540.7810757867
5245,651101,80000,Torrance, ,65110180000,59937532.34,37672.1978496238
5246,651102,80000,Torrance, ,65110280000,9036326.88671875,14019.4478695381
5247,651201,80000,Torrance, ,65120180000,18760811.1689453,17290.0557173441
5248,651221,80000,Torrance, ,65122180000,7494941.234,11370.4207506514
5249,651222,80000,Torrance, ,65122280000,16464077.7138672,18095.5780316665
5250,651302,80000,Torrance, ,65130280000,25707492.53,31435.0376571881
5251,651401,80000,Torrance, ,65140180000,10823970.8056641,22258.4286289988
5252,651402,80000,Torrance, ,65140280000,19707991.97,23718.2703313633
5253,670001,42468,Lomita, ,67000142468,10159069.1582031,16660.1329456685
5254,670002,42468,Lomita, ,67000242468,9325530.63476563,12741.8846615707
5255,670003,42468,Lomita, ,67000342468,16155249.7207031,18598.7326145564
5256,670101,42468,Lomita, ,67010142468,11922084.7226563,22474.6094104448
5257,670102,42468,Lomita, ,67010242468,5917394.85546875,12620.0352684246
5258,670201,62644,Rolling Hills Estates, ,67020162644,33500635.2558594,38801.6388859851
5259,670201,99037,Unincorporated,Palos Verdes Peninsula,67020199037Palos Verdes Peninsula,4628797.38378906,9329.55856671123
5260,670201,99037,Unincorporated,Westfield/Academy Hills,67020199037Westfield/Academy Hills,14592715.2636719,17815.9944681914
5261,670202,62644,Rolling Hills Estates, ,67020262644,32080123.8603516,28129.4126579767
5262,670406,62644,Rolling Hills Estates, ,67040662644,12562946.7382813,14473.2646001263
5263,670407,59514,Rancho Palos Verdes, ,67040759514,13617015.0927734,18041.9270100365
5264,670413,59514,Rancho Palos Verdes, ,67041359514,23577247.1181641,21322.8436091087
5265,670417,62644,Rolling Hills Estates, ,67041762644,7743086.75976563,28742.9147625089
5266,670418,59514,Rancho Palos Verdes, ,67041859514,26981206.8183594,25440.6267307901
5267,670500,62602,Rolling Hills, ,67050062602,83385405.2802734,50032.7927278087
5268,670603,59514,Rancho Palos Verdes, ,67060359514,42100373.9023438,36926.5820184752
5269,670701,59514,Rancho Palos Verdes, ,67070159514,31042065.6474609,33505.2918645157
5270,670702,62644,Rolling Hills Estates, ,67070262644,10740729.4423828,20306.3752705538
5271,670702,59514,Rancho Palos Verdes, ,67070259514,62356292.5869141,60035.4070971839
5272,700101,84410,West Hollywood, ,70010184410,7438282.11132813,13668.957610201
5273,700102,84410,West Hollywood, ,70010284410,5270165.35351563,13537.5738934457
5274,700200,84410,West Hollywood, ,70020084410,7537500.28613281,14048.9756609893
5275,700300,84410,West Hollywood, ,70030084410,6519518.3203125,14171.2260522486
5276,700400,84410,West Hollywood, ,70040084410,14225951.8144531,21198.058993436
5277,700501,84410,West Hollywood, ,70050184410,6409940.40820313,15021.9400596478
5278,700502,84410,West Hollywood, ,70050284410,5427294.87011719,10824.1977604102
5279,700600,06308,Beverly Hills, ,70060006308,61193048.7724609,47085.2498340063
5280,700700,06308,Beverly Hills, ,70070006308,37990576.9980469,32060.9056338161
5281,700801,06308,Beverly Hills, ,70080106308,15649483.0380859,20078.9117768764
5282,700802,06308,Beverly Hills, ,70080206308,7408455.36230469,14992.6508596843
5283,700901,06308,Beverly Hills, ,70090106308,11403976.8300781,18835.8500180483
5284,700902,06308,Beverly Hills, ,70090206308,10272683.8789063,12943.132313848
5285,701000,06308,Beverly Hills, ,70100006308,15366827.9521484,18865.0236772128
5286,701201,70000,Santa Monica, ,70120170000,21009369.8398438,18511.5757751979
5287,701202,70000,Santa Monica, ,70120270000,4356346.14257813,9141.42028716826
5288,701302,70000,Santa Monica, ,70130270000,4909257.46289063,9926.73267276999
5289,701501,70000,Santa Monica, ,70150170000,6646369.4921875,12368.0725678639
5290,701502,70000,Santa Monica, ,70150270000,6568017.84667969,12372.1186116422
5291,701601,70000,Santa Monica, ,70160170000,13199600.2900391,16199.3992792154
5292,701602,70000,Santa Monica, ,70160270000,7068775.38964844,13068.1236293558
5293,701701,70000,Santa Monica, ,70170170000,7026463.27246094,13067.4827579505
5294,701702,70000,Santa Monica, ,70170270000,6533561.48144531,12326.4082194178
5295,701801,70000,Santa Monica, ,70180170000,20334121.7167969,19247.8467224951
5296,701802,70000,Santa Monica, ,70180270000,13441671.4052734,15298.9142259021
5297,702201,70000,Santa Monica, ,70220170000,12961120.8310547,15231.6186006482
5298,702202,70000,Santa Monica, ,70220270000,10915648.4697266,13831.5858411752
5299,702300,70000,Santa Monica, ,70230070000,27904530.6884766,21133.6895409649
5300,702400,17568,Culver City, ,70240017568,21499456.4785156,24127.7045503098
5301,702501,17568,Culver City, ,70250117568,14543899.4921875,16157.6047859667
5302,702502,17568,Culver City, ,70250217568,18973732.0644531,26159.8939534903
5303,702600,17568,Culver City, ,70260017568,23300090.1357422,24159.039860989
5304,702700,17568,Culver City, ,70270017568,14532858.2275391,17592.6400509646
5305,702801,17568,Culver City, ,70280117568,12924121.3740234,15033.4024642468
5306,702802,17568,Culver City, ,70280217568,6478848.453,15341.5849591094
5307,702803,17568,Culver City, ,70280317568,9046882.56445313,27292.1689930304
5308,703002,99037,Unincorporated,Ladera Heights,70300299037Ladera Heights,34208035.6513672,30813.8705805697
5309,703002,36546,Inglewood, ,70300236546,1147726.05078125,4351.19383852456
5310,703003,17568,Culver City, ,70300317568,21848594.4501953,24798.3002535082
5311,703100,99037,Unincorporated,View Park/Windsor Hills,70310099037View Park/Windsor Hills,28872883.8603516,26899.9543211228
5312,703200,99037,Unincorporated,View Park/Windsor Hills,70320099037View Park/Windsor Hills,22783456.8330078,22802.4136865871
5313,800101,09598,Calabasas, ,80010109598,73171234.1503906,53971.0689244493
5314,800101,99037,Unincorporated,Santa Monica Mountains,80010199037Santa Monica Mountains,13976816.5654297,41826.7004282371
5315,800103,09598,Calabasas, ,80010309598,4098033.14550781,18149.6585439373
5316,800103,99037,Unincorporated,Santa Monica Mountains,80010399037Santa Monica Mountains,194714894.382813,83203.9821469877
5317,800104,09598,Calabasas, ,80010409598,5751994.71289063,9847.0996507822
5318,800104,99037,Unincorporated,Santa Monica Mountains,80010499037Santa Monica Mountains,362720998.741211,153064.579524084
5319,800202,09598,Calabasas, ,80020209598,145951802.174805,75876.9956696447
5320,800202,99037,Unincorporated,Santa Monica Mountains,80020299037Santa Monica Mountains,149250871.595703,54745.803990965
5321,800204,09598,Calabasas, ,80020409598,86046008.3837891,58752.9753807805
5322,800205,09598,Calabasas, ,80020509598,14013426.6777344,18759.0770662533
5323,800206,33518,Hidden Hills, ,80020633518,47043790.7402344,42703.5467144781
5324,800206,99037,Unincorporated,Santa Monica Mountains,80020699037Santa Monica Mountains,53320785.1162109,51628.3991083299
5325,800324,84438,Westlake Village, ,80032484438,8347772.69238281,11921.6334405962
5326,800324,00394,Agoura Hills, ,80032400394,30265959.1201172,26605.024311615
5327,800325,84438,Westlake Village, ,80032584438,24870233.4267578,25118.2362837351
5328,800328,99037,Unincorporated,Santa Monica Mountains,80032899037Santa Monica Mountains,75831804.7128906,48783.2869126524
5329,800333,00394,Agoura Hills, ,80033300394,13816316.3007813,18551.3093244769
5330,800334,00394,Agoura Hills, ,80033400394,51043879.3730469,33482.8771688952
5331,800335,84438,Westlake Village, ,80033584438,99627943.7197266,57751.38794
5332,800335,00394,Agoura Hills, ,80033500394,40380401.06,28375.8135034733
5333,800335,99037,Unincorporated,Santa Monica Mountains,80033599037Santa Monica Mountains,619498639.245117,212018.31293955
5334,800336,00394,Agoura Hills, ,80033600394,34542547.9648438,37379.0403617401
5335,800336,99037,Unincorporated,Santa Monica Mountains,80033699037Santa Monica Mountains,178337092.224609,78558.9800628032
5336,800337,99037,Unincorporated,Santa Monica Mountains,80033799037Santa Monica Mountains,3080506.44824219,11586.2679190719
5337,800337,09598,Calabasas, ,80033709598,27002771.6689453,31167.5205890562
5338,800338,84438,Westlake Village, ,80033884438,20540419.2021484,23338.5134106725
5339,800338,00394,Agoura Hills, ,80033800394,47888473.3496094,30030.5185728581
5340,900102,99037,Unincorporated,Hi Vista,90010299037Hi Vista,4743045675.06641,321243.196948591
5341,900103,99037,Unincorporated,Lake Los Angeles,90010399037Lake Los Angeles,215056349.336914,64046.3265993104
5342,900104,99037,Unincorporated,Lake Los Angeles,90010499037Lake Los Angeles,458529181.080078,86092.6611508563
5343,900301,40130,Lancaster, ,90030140130,71360990.3222656,42801.5593865016
5344,900501,40130,Lancaster, ,90050140130,33556917.8984375,23285.5616974641
5345,900504,40130,Lancaster, ,90050440130,113949352.743164,64120.9586635625
5346,900505,40130,Lancaster, ,90050540130,14109167.0087891,15916.0968722898
5347,900506,40130,Lancaster, ,90050640130,14074252.1064453,15929.150222657
5348,900508,40130,Lancaster, ,90050840130,42899966.1220703,26702.9184319537
5349,900509,40130,Lancaster, ,90050940130,17806729.4365234,18632.4796990015
5350,900510,40130,Lancaster, ,90051040130,24672755.1523438,26584.6970050712
5351,900602,40130,Lancaster, ,90060240130,55349296.1845703,31555.6277207711
5352,900606,40130,Lancaster, ,90060640130,18758895.4755859,20785.3049283559
5353,900607,40130,Lancaster, ,90060740130,18438365.4658203,20160.4028653302
5354,900608,40130,Lancaster, ,90060840130,14400481.1992188,16063.5169925763
5355,900609,40130,Lancaster, ,90060940130,28216465.5546875,26555.7015951736
5356,900610,40130,Lancaster, ,90061040130,35445210.3867188,26603.6506846713
5357,900611,40130,Lancaster, ,90061140130,21228960.2548828,21283.8827052966
5358,900701,40130,Lancaster, ,90070140130,22535922.3359375,19147.7042792331
5359,900703,40130,Lancaster, ,90070340130,27968912.5673828,21130.1826635918
5360,900704,40130,Lancaster, ,90070440130,55761435.8886719,31801.0759465307
5361,900705,40130,Lancaster, ,90070540130,56812940.0585938,31930.0291917409
5362,900804,40130,Lancaster, ,90080440130,15877929.6318359,16715.7696049112
5363,900805,40130,Lancaster, ,90080540130,28395563.1337891,21300.462023103
5364,900806,40130,Lancaster, ,90080640130,19326986.4335938,17959.3478127766
5365,900807,40130,Lancaster, ,90080740130,14190182.2011719,16006.1913605208
5366,900808,40130,Lancaster, ,90080840130,14256282.0947266,15960.1082112398
5367,900901,40130,Lancaster, ,90090140130,725243377.011719,261525.014892372
5368,900902,99037,Unincorporated,Del Sur,90090299037Del Sur,558239257.322266,100689.796457384
5369,900902,99037,Unincorporated,North Lancaster,90090299037North Lancaster,717125498.743164,123597.75451898
5370,901003,40130,Lancaster, ,90100340130,28035972.5126953,21202.3955345009
5371,901007,40130,Lancaster, ,90100740130,56091763.8007813,31644.3389649984
5372,901008,40130,Lancaster, ,90100840130,28869385.7519531,21521.0737016636
5373,901009,40130,Lancaster, ,90100940130,28565290.3066406,21393.3020677508
5374,901010,40130,Lancaster, ,90101040130,28626580.9960938,21472.3880439224
5375,901011,40130,Lancaster, ,90101140130,28755388.4716797,21431.4996826372
5376,901012,40130,Lancaster, ,90101240130,41817379.5439453,26387.8385042501
5377,901013,99037,Unincorporated,Quartz Hill,90101399037Quartz Hill,1689343.14746094,5596.83466045291
5378,901013,40130,Lancaster, ,90101340130,30121060.6347656,26579.1591372538
5379,901014,40130,Lancaster, ,90101440130,67301570.0019531,37213.7634779969
5380,901101,99037,Unincorporated,Quartz Hill,90110199037Quartz Hill,24280763.4248047,34540.4722110397
5381,901101,40130,Lancaster, ,90110140130,31937250.6445313,31861.579648577
5382,901102,99037,Unincorporated,Quartz Hill,90110299037Quartz Hill,46586701.984375,35293.1582266901
5383,901209,99037,Unincorporated,West Antelope Valley,90120999037West Antelope Valley,6415876805.17871,567905.843398845
5384,901210,99037,Unincorporated,Elizabeth Lake,90121099037Elizabeth Lake,248386595.425781,100360.372403289
5385,901214,40130,Lancaster, ,90121440130,55992446.0009766,31791.819991516
5386,901215,99037,Unincorporated,Quartz Hill,90121599037Quartz Hill,7340310.15917969,19694.0880987149
5387,901215,40130,Lancaster, ,90121540130,20769831.6328125,30304.2310237591
5388,901216,40130,Lancaster, ,90121640130,347974597.330078,162663.561337705
5389,901216,99037,Unincorporated,Del Sur,90121699037Del Sur,95707189.8525391,104878.823524751
5390,901216,99037,Unincorporated,Leona Valley,90121699037Leona Valley,1848585.5078125,6469.28735363093
5391,901216,99037,Unincorporated,Quartz Hill,90121699037Quartz Hill,1309162.094,5712.56751093945
5392,901217,99037,Unincorporated,Leona Valley,90121799037Leona Valley,613942990.447266,182228.321572939
5393,901218,55156,Palmdale, ,90121855156,112818778.776367,43246.387081024
5394,901300,99037,Unincorporated,East Lancaster,90130099037East Lancaster,90928805.4013672,111674.043163441
5395,901300,99037,Unincorporated,Lake Los Angeles,90130099037Lake Los Angeles,448231013.370117,111869.598152996
5396,901300,99037,Unincorporated,North Lancaster,90130099037North Lancaster,546653113.861328,120447.91555815
5397,901300,99037,Unincorporated,Roosevelt,90130099037Roosevelt,1548669243.62207,176688.232218835
5398,910002,99037,Unincorporated,Littlerock,91000299037Littlerock,91392612.8447266,41109.6827728832
5399,910002,99037,Unincorporated,Littlerock/Pearblossom,91000299037Littlerock/Pearblossom,687586105.697266,125354.96259624
5400,910210,55156,Palmdale, ,91021055156,33985179.25,25606.3073944126
5401,910211,40130,Lancaster, ,91021140130,43408868.5097656,27659.3224104631
5402,910218,99037,Unincorporated,Palmdale,91021899037Palmdale,108055.924804688,1800.33273263943
5403,910212,99037,Unincorporated,White Fence Farms,91021299037White Fence Farms,152842694.376953,63740.8427045639
5404,910213,55156,Palmdale, ,91021355156,1795017.27441406,10176.8601112889
5405,910213,99037,Unincorporated,Anaverde,91021399037Anaverde,314649920.431641,87198.2672056579
5406,910214,55156,Palmdale, ,91021455156,47220238.5703125,33089.0599642079
5407,910215,99037,Unincorporated,Desert View Highlands,91021599037Desert View Highlands,10362675.6650391,22003.9858908403
5408,910215,55156,Palmdale, ,91021555156,24261487.9150391,36153.5382662139
5409,910216,55156,Palmdale, ,91021655156,29978029.3037109,29193.7604247552
5410,910217,55156,Palmdale, ,91021755156,645746034.921875,155619.44911692
5411,910218,55156,Palmdale, ,91021855156,172836441.97168,64271.7671789463
5412,910218,99037,Unincorporated,White Fence Farms,91021899037White Fence Farms,7492791.89648438,18460.4842552355
5413,910301,55156,Palmdale, ,91030155156,10621722.6103516,13283.155021846
5414,910301,99037,Unincorporated,Quartz Hill,91030199037Quartz Hill,31905769.6953125,27784.3342150846
5415,910302,55156,Palmdale, ,91030255156,43304789.3330078,30591.4664472658
5416,910401,55156,Palmdale, ,91040155156,83791533.1972656,44862.1825070837
5417,910401,99037,Unincorporated,Anaverde,91040199037Anaverde,15457503.4814453,21383.3303867533
5418,910401,99037,Unincorporated,Desert View Highlands,91040199037Desert View Highlands,2003383.0859375,6194.59281093987
5419,910404,55156,Palmdale, ,91040455156,27181525.0605469,22321.5195437305
5420,910405,55156,Palmdale, ,91040555156,25835620.9462891,20576.4665080243
5421,910501,55156,Palmdale, ,91050155156,16087235.7949219,16719.3418852059
5422,910502,55156,Palmdale, ,91050255156,21565264.5224609,18775.7597294995
5423,910504,55156,Palmdale, ,91050455156,17106052.0195313,18972.5431273101
5424,910505,55156,Palmdale, ,91050555156,17319024.5976563,23291.6705241434
5425,910601,55156,Palmdale, ,91060155156,28596500.7802734,26967.7938528237
5426,910602,55156,Palmdale, ,91060255156,21530790.203125,21298.2172692139
5427,910605,55156,Palmdale, ,91060555156,14529007.2587891,16156.2196667976
5428,910606,55156,Palmdale, ,91060655156,14695356.0292969,16244.4065865681
5429,910607,55156,Palmdale, ,91060755156,13180633.9365234,16020.2880823399
5430,910608,55156,Palmdale, ,91060855156,15129887.5996094,17613.5260138894
5431,910706,55156,Palmdale, ,91070655156,198267609.623047,75016.0604000074
5432,910707,55156,Palmdale, ,91070755156,59733022.9257813,32883.4334430692
5433,910707,99037,Unincorporated,South Antelope Valley,91070799037South Antelope Valley,11274604.7060547,15130.4588574109
5434,910709,99037,Unincorporated,Southeast Antelope Valley,91070999037Southeast Antelope Valley,122088583.709961,66072.3180685892
5435,910712,55156,Palmdale, ,91071255156,22289456.5996094,19257.7071826617
5436,910713,55156,Palmdale, ,91071355156,21284580.2041016,18666.6915353629
5437,910714,55156,Palmdale, ,91071455156,10805384.2597656,13486.7897865364
5438,910715,55156,Palmdale, ,91071555156,21389792.3505859,21469.7039936501
5439,910716,55156,Palmdale, ,91071655156,26554042.5498047,24713.8131782952
5440,910717,55156,Palmdale, ,91071755156,18586491.0302734,18947.133417651
5441,910718,55156,Palmdale, ,91071855156,21751558.8789063,20281.2255979448
5442,910719,55156,Palmdale, ,91071955156,21462767.8076172,21430.4111982057
5443,910720,55156,Palmdale, ,91072055156,18036133.9775391,18845.2631633279
5444,910721,55156,Palmdale, ,91072155156,21064508.47,24064.6503520621
5445,910804,99037,Unincorporated,Acton,91080499037Acton,562441920.308594,122938.675634909
5446,910807,69088,Santa Clarita, ,91080769088,37356839.9287109,31995.8913870011
5447,910808,69088,Santa Clarita, ,91080869088,22428280.7070313,34996.102726535
5448,910809,69088,Santa Clarita, ,91080969088,97251820.4570313,58887.0805005663
5449,910809,99037,Unincorporated,Sand Canyon,91080999037Sand Canyon,7391898.74511719,13959.0084664556
5450,910810,69088,Santa Clarita, ,91081069088,20146502.13,21082.1423117236
5451,910810,99037,Unincorporated,Agua Dulce,91081099037Agua Dulce,217948441.975586,78118.7323946973
5452,910810,99037,Unincorporated,Canyon Country,91081099037Canyon Country,94193.2900390625,1354.26329527313
5453,910814,99037,Unincorporated,Agua Dulce,91081499037Agua Dulce,863796789.101563,158295.954268525
5454,910815,55156,Palmdale, ,91081555156,56846568.5917969,40618.9742747278
5455,911001,99037,Unincorporated,Littlerock,91100199037Littlerock,1562579.4140625,6421.41862477502
5456,911001,99037,Unincorporated,Littlerock/Juniper Hills,91100199037Littlerock/Juniper Hills,981376769.466797,196941.596518653
5457,911001,99037,Unincorporated,Llano,91100199037Llano,2582351705.04395,236013.314733319
5458,911001,99037,Unincorporated,Pearblossom/Llano,91100199037Pearblossom/Llano,462365823.053711,116520.820996205
5459,911100,99037,Unincorporated,Lake Los Angeles,91110099037Lake Los Angeles,144006927.882813,64490.7733906054
5460,911100,99037,Unincorporated,Palmdale,91110099037Palmdale,728260506.555664,149472.830666332
5461,911100,99037,Unincorporated,Sun Village,91110099037Sun Village,286572930.206055,80539.4188179068
5462,920013,69088,Santa Clarita, ,92001369088,87872836.3203125,45964.7553451489
5463,920015,69088,Santa Clarita, ,92001569088,78368634.8447266,59453.9689394897
