OBJECTID,CT20,FIP23,CITY,CSA,CT20FIP23CSA,Shape__Area,Shape__Length
4483,461100,99037,Unincorporated,Altadena,46110099037Altadena,21081718.5996094,19659.1408504579
4484,461200,99037,Unincorporated,Altadena,46120099037Altadena,26431142.7871094,27877.7424701272
4485,461300,99037,Unincorporated,Altadena,46130099037Altadena,20564530.8544922,29691.1575064869
4486,461400,56000,Pasadena, ,46140056000,10943155.7294922,15825.7319424838
4487,461501,56000,Pasadena, ,46150156000,10807455.4335938,13635.2212259705
4488,461502,56000,Pasadena, ,46150256000,12621001.0869141,14633.6820923223
4489,461600,56000,Pasadena, ,46160056000,17884094.4746094,18010.6122199551
4490,461700,56000,Pasadena, ,46170056000,23766549.7861328,27787.4743554738
4491,461901,56000,Pasadena, ,46190156000,9458431.68847656,13425.1837668845
4492,461902,56000,Pasadena, ,46190256000,8990949.31542969,12376.6495284782
4493,462001,56000,Pasadena, ,46200156000,5507636.96484375,10803.2239000888
4494,462002,56000,Pasadena, ,46200256000,5505805.32617188,10785.6321088583
4495,462100,56000,Pasadena, ,46210056000,11236073.5634766,13716.9458283162
4496,462201,56000,Pasadena, ,46220156000,5778221.06152344,9688.11773107954
4497,462202,56000,Pasadena, ,46220256000,6116369.42578125,9952.68578016863
4498,462301,56000,Pasadena, ,46230156000,6807546.38964844,10725.2875749204
4499,462302,56000,Pasadena, ,46230256000,7544740.26074219,11249.339247986
4500,462400,56000,Pasadena, ,46240056000,14165404.7089844,15479.2842290232
4501,462500,56000,Pasadena, ,46250056000,25561093.9599609,32429.1310772259
4502,462500,99037,Unincorporated,Altadena,46250099037Altadena,2089143.09082031,10603.8704845316
4503,462600,56000,Pasadena, ,46260056000,11286691.6728516,15930.8082484339
4504,462700,56000,Pasadena, ,46270056000,18034548.1992188,17736.2128229468
4505,462800,56000,Pasadena, ,46280056000,12134301.8095703,15312.5216938452
4506,462900,56000,Pasadena, ,46290056000,25237653.9902344,21384.2007286836
4507,463000,56000,Pasadena, ,46300056000,19613811.6337891,18230.4145626402
4508,463103,99037,Unincorporated,East Pasadena,46310399037East Pasadena,37146242.2080078,40975.2766349195
4509,463200,56000,Pasadena, ,46320056000,17537907.5566406,23283.1436504776
4510,463300,99037,Unincorporated,San Pasqual,46330099037San Pasqual,7135482.9609375,13878.4866913723
4511,463400,56000,Pasadena, ,46340056000,20684768.6601563,25375.9820869247
4512,463500,56000,Pasadena, ,46350056000,18104878.6708984,17622.9096541464
4513,463601,56000,Pasadena, ,46360156000,9989929.21582031,12789.6223940228
4514,463602,56000,Pasadena, ,46360256000,9984146.74902344,12758.1977452561
4515,463700,56000,Pasadena, ,46370056000,18684024.6806641,18112.0505807455
4516,463800,56000,Pasadena, ,46380056000,30842005.4423828,30015.489896547
4517,463900,56000,Pasadena, ,46390056000,20378332.2753906,19296.0155373218
4518,464000,56000,Pasadena, ,46400056000,33918377.9384766,26615.1030006991
4519,464101,68224,San Marino, ,46410168224,34277803.8994141,34052.5683010959
4520,464102,68224,San Marino, ,46410268224,33329308.0898438,41715.911591715
4521,464200,68224,San Marino, ,46420068224,36911490.2910156,25951.2269411579
4522,480002,68224,San Marino, ,48000268224,490333.056640625,3359.38960827076
4523,480002,99037,Unincorporated,Northeast San Gabriel,48000299037Northeast San Gabriel,14615175.9365234,20602.8768743313
4524,480011,99037,Unincorporated,Northeast San Gabriel,48001199037Northeast San Gabriel,12126521.9355469,14216.945913548
4525,480012,78148,Temple City, ,48001278148,3949451.06542969,9767.97148613572
4526,480012,99037,Unincorporated,Northeast San Gabriel,48001299037Northeast San Gabriel,9852106.14746094,14707.1948385572
4527,480101,78148,Temple City, ,48010178148,12239804.390625,14644.558689401
4528,480102,67042,San Gabriel, ,48010267042,4171700.77148438,22867.2267737751
4529,480102,78148,Temple City, ,48010278148,1659562.27832031,7226.87853285709
4530,480102,99037,Unincorporated,Northeast San Gabriel,48010299037Northeast San Gabriel,7393486.77734375,16464.222377496
4531,480201,67042,San Gabriel, ,48020167042,16452133.1367188,19181.3769542338
4532,480202,67042,San Gabriel, ,48020267042,16365162.2890625,16285.1862741161
4533,480302,00884,Alhambra, ,48030200884,11354549.6337891,14897.0944200339
4534,480303,00884,Alhambra, ,48030300884,4861184.04492188,8952.41874729907
4535,480304,00884,Alhambra, ,48030400884,4699816.16113281,8998.89584818337
4536,480400,00884,Alhambra, ,48040000884,13651302.4833984,17425.0503396271
4537,480500,73220,South Pasadena, ,48050073220,22770530.9873047,24327.3916739076
4538,480601,73220,South Pasadena, ,48060173220,7569935.8984375,14129.4801730728
4539,480602,73220,South Pasadena, ,48060273220,17702214.3652344,22257.8161174315
4540,480702,73220,South Pasadena, ,48070273220,23425901.4746094,22295.7237295546
4541,480703,73220,South Pasadena, ,48070373220,12217791.2568359,22351.5630484689
4542,480704,73220,South Pasadena, ,48070473220,11508704.4755859,17629.1953660869
4543,480802,00884,Alhambra, ,48080200884,18546150.3164063,17688.0689647929
4544,480803,00884,Alhambra, ,48080300884,11773623.2822266,14303.1300677681
4545,480804,00884,Alhambra, ,48080400884,9053665.04101563,15043.598936453
4546,480901,00884,Alhambra, ,48090100884,10240590.0517578,12999.1003984202
4547,480902,00884,Alhambra, ,48090200884,5527046.63671875,10264.6077839844
4548,480903,00884,Alhambra, ,48090300884,8652152.85058594,11796.4685517695
4549,481001,00884,Alhambra, ,48100100884,11297986.2822266,15896.2755453698
4550,481002,00884,Alhambra, ,48100200884,10055560.5361328,14028.8187016845
4551,481101,67042,San Gabriel, ,48110167042,9579264.76171875,13658.576573067
4552,481102,67042,San Gabriel, ,48110267042,6575193.06835938,11865.8711495852
4553,481103,67042,San Gabriel, ,48110367042,15204254.6484375,16998.3220456562
4554,481201,78148,Temple City, ,48120178148,11124422.1367188,16466.8922301622
4555,481203,67042,San Gabriel, ,48120367042,4787261.06445313,33430.6221982935
4556,481203,99037,Unincorporated,Northeast San Gabriel,48120399037Northeast San Gabriel,12048147.1552734,38457.3881162176
4557,481300,62896,Rosemead, ,48130062896,9665941.58691406,14161.8273424732
4558,481401,67042,San Gabriel, ,48140167042,12932784.91,16260.3830133298
4559,481403,67042,San Gabriel, ,48140367042,8693814.438,18165.630144531
4560,481404,67042,San Gabriel, ,48140467042,11024913.28,14420.4762904486
4561,481500,00884,Alhambra, ,48150000884,23664688.3476563,24621.5334442459
4562,481603,00884,Alhambra, ,48160300884,7057784.48730469,12084.7485221286
4563,481604,00884,Alhambra, ,48160400884,6705887.51953125,11095.3176415921
4564,481605,00884,Alhambra, ,48160500884,8220887.05566406,14007.9442078226
4565,481606,00884,Alhambra, ,48160600884,9278983.62109375,14834.3035327076
4566,481711,48914,Monterey Park, ,48171148914,4823050.41210938,8921.7408724965
4567,481712,48914,Monterey Park, ,48171248914,7939321.75585938,12622.2080256884
4568,481713,48914,Monterey Park, ,48171348914,5042347.82519531,10441.0425133125
4569,481714,48914,Monterey Park, ,48171448914,4900272.99902344,10442.5764284756
4570,481800,00884,Alhambra, ,48180000884,8828443.59082031,13027.6317434901
4571,481901,00884,Alhambra, ,48190100884,19737777.5126953,19781.7351177086
4572,481902,00884,Alhambra, ,48190200884,9550194.74023438,17744.2397995518
4573,482001,48914,Monterey Park, ,48200148914,31696509.7177734,25593.913246719
4574,482002,48914,Monterey Park, ,48200248914,26777329.7675781,22694.3723014978
4575,482101,48914,Monterey Park, ,48210148914,12400586.9912109,16854.5555447294
4576,482102,48914,Monterey Park, ,48210248914,11818831.16,15122.3880241005
4577,482201,48914,Monterey Park, ,48220148914,8323560.172,12012.8018720459
4578,482202,48914,Monterey Park, ,48220248914,6960880.422,10549.295162088
4579,482301,67042,San Gabriel, ,48230167042,9355563.32421875,17419.2769375745
4580,482303,62896,Rosemead, ,48230362896,10565100.1386719,15064.1832408146
4581,482304,62896,Rosemead, ,48230462896,6668605.22753906,12908.8978406387
4582,482401,62896,Rosemead, ,48240162896,9034451.83398438,12521.0315686058
4583,482403,62896,Rosemead, ,48240362896,10351202.2714844,13108.9348203318
4584,482404,99037,Unincorporated,South San Gabriel,48240499037South San Gabriel,4868129.51953125,11663.3845530729
4585,482404,62896,Rosemead, ,48240462896,5206178.43261719,19928.3477905979
4586,482502,62896,Rosemead, ,48250262896,6861748.60546875,10484.3885019834
4587,482503,62896,Rosemead, ,48250362896,7761748.16601563,11315.0231969673
4588,482521,99037,Unincorporated,South San Gabriel,48252199037South San Gabriel,15765171.8886719,20788.9968699039
4589,482521,62896,Rosemead, ,48252162896,1018282.51660156,6601.4578292449
4590,482522,48816,Montebello, ,48252248816,11672388.3837891,18693.6762974014
4591,482522,99037,Unincorporated,South San Gabriel,48252299037South San Gabriel,2745786.3671875,12304.8531217908
4592,482522,62896,Rosemead, ,48252262896,3213208.23925781,7764.0912531304
4593,482600,48914,Monterey Park, ,48260048914,30629016.6201172,24647.9037245313
4594,482701,48914,Monterey Park, ,48270148914,13277332.3525391,25379.9045813965
4595,482702,48914,Monterey Park, ,48270248914,7731199.66992188,13987.8139556604
4596,482801,48914,Monterey Park, ,48280148914,34112734.9472656,30496.2529024695
4597,500100,99037,Unincorporated,La Habra Heights,50010099037La Habra Heights,4148923.42089844,9316.82869507827
4598,500202,99037,Unincorporated,Whittier,50020299037Whittier,720993.934570313,5102.77467056053
4599,500202,85292,Whittier, ,50020285292,67738426.5244141,40881.2189769389
4600,500203,85292,Whittier, ,50020385292,20120143.8105469,23364.1802881088
4601,500204,39304,La Habra Heights, ,50020439304,57188750.3232422,40535.5163245773
4602,500300,99037,Unincorporated,Whittier,50030099037Whittier,70314199.5273438,37940.4610879522
4603,500300,99037,Unincorporated,Whittier Narrows,50030099037Whittier Narrows,6697712.05078125,17205.9522491045
4604,500402,56924,Pico Rivera, ,50040256924,14380451.6162109,15363.1772343909
4605,500403,99037,Unincorporated,Sunrise Village,50040399037Sunrise Village,3194281.80273438,7918.71363296147
4606,500403,56924,Pico Rivera, ,50040356924,20405033.2539063,34370.6109238237
4607,500404,56924,Pico Rivera, ,50040456924,12618419.6650391,15075.5826962337
4608,500500,56924,Pico Rivera, ,50050056924,7200046.91796875,11805.2336274176
4609,500600,56924,Pico Rivera, ,50060056924,12734277.2441406,14762.357568984
4610,500700,56924,Pico Rivera, ,50070056924,34994466.4267578,25855.6786522299
4611,500800,56924,Pico Rivera, ,50080056924,20984287.0332031,19031.330104203
4612,500900,56924,Pico Rivera, ,50090056924,17104495.1738281,17149.886261307
4613,501001,99037,Unincorporated,West Whittier/Los Nietos,50100199037West Whittier/Los Nietos,7318199.70117188,11715.9729081997
4614,501002,99037,Unincorporated,West Whittier/Los Nietos,50100299037West Whittier/Los Nietos,14004684.3251953,21572.0201883094
4615,501200,85292,Whittier, ,50120085292,11301556.3007813,23167.3644282999
4616,501301,85292,Whittier, ,50130185292,9354664.89355469,15852.8461357539
4617,501302,85292,Whittier, ,50130285292,12306329.5751953,15423.6021376112
4618,501400,85292,Whittier, ,50140085292,11389818.2695313,15149.3646666678
4619,501501,99037,Unincorporated,Whittier,50150199037Whittier,37323982.4326172,31784.2100584137
4620,501501,85292,Whittier, ,50150185292,30632077.6591797,32471.7174383701
4621,501503,85292,Whittier, ,50150385292,8662975.8828125,12547.4179394809
4622,501504,85292,Whittier, ,50150485292,8024522.8984375,12467.4707484783
4623,501600,99037,Unincorporated,Hacienda Heights,50160099037Hacienda Heights,5613700.53710938,13697.0509320491
4624,501600,99037,Unincorporated,Whittier,50160099037Whittier,23809120.2226563,40331.3304122318
4625,501600,85292,Whittier, ,50160085292,81574167.2792969,52973.2251575257
4626,501700,85292,Whittier, ,50170085292,14986789.7744141,17080.8843545649
4627,501802,85292,Whittier, ,50180285292,8346718.906,13998.1163499976
4628,501803,85292,Whittier, ,50180385292,6377300.58203125,11123.2711884175
4629,501804,85292,Whittier, ,50180485292,5729971.03320313,11153.9292921404
4630,501900,85292,Whittier, ,50190085292,14999992.6132813,16925.3793672081
4631,502003,85292,Whittier, ,50200385292,6927747.36523438,10675.6063721813
4632,502004,85292,Whittier, ,50200485292,14376578.3398438,17789.3939430682
4633,502005,99037,Unincorporated,South Whittier,50200599037South Whittier,7285982.29980469,14399.5021538341
4634,502005,85292,Whittier, ,50200585292,3936322.13085938,12498.0913364292
4635,502100,99037,Unincorporated,West Whittier/Los Nietos,50210099037West Whittier/Los Nietos,10027381.2666016,17311.9592885056
4636,502200,99037,Unincorporated,West Whittier/Los Nietos,50220099037West Whittier/Los Nietos,17993543.1572266,20536.9035013653
4637,502303,69154,Santa Fe Springs, ,50230369154,4684321.69921875,20642.2145651267
4638,502401,56924,Pico Rivera, ,50240156924,10177289.2851563,13255.4828568946
4639,502402,56924,Pico Rivera, ,50240256924,9756749.67578125,12975.639052273
4640,502500,56924,Pico Rivera, ,50250056924,41101741.3974609,28408.6426156797
4641,502602,56924,Pico Rivera, ,50260256924,13612763.6884766,16477.140835387
4642,502603,56924,Pico Rivera, ,50260356924,10608907.4423828,14442.0226908169
4643,502604,56924,Pico Rivera, ,50260456924,10585229.7421875,17304.00312
4644,502700,69154,Santa Fe Springs, ,50270069154,74713502.7285156,44439.2992124114
4645,502801,69154,Santa Fe Springs, ,50280169154,23977023.4941406,19854.9240390195
4646,502901,69154,Santa Fe Springs, ,50290169154,904674.807617188,4814.2517983737
4647,503000,99037,Unincorporated,South Whittier,50300099037South Whittier,12848309.0908203,20852.2388189386
4648,503103,99037,Unincorporated,South Whittier,50310399037South Whittier,11725029.8486328,15490.8214246335
4649,503104,99037,Unincorporated,South Whittier,50310499037South Whittier,5902689.23535156,10944.8238105416
4650,503105,99037,Unincorporated,South Whittier,50310599037South Whittier,11908899.2851563,16801.935460255
4651,503106,99037,Unincorporated,South Whittier,50310699037South Whittier,9869585.72460938,14484.2146415973
4652,503201,99037,Unincorporated,South Whittier,50320199037South Whittier,14476499.8779297,15142.2096680167
4653,503202,99037,Unincorporated,South Whittier,50320299037South Whittier,12282034.2373047,15954.9691747081
4654,503301,85292,Whittier, ,50330185292,11748361.5351563,14413.4630204557
4655,503302,99037,Unincorporated,South Whittier,50330299037South Whittier,16639947.9658203,17791.2214358653
4656,503401,85292,Whittier, ,50340185292,20997867.4238281,18827.4419034286
4657,503402,85292,Whittier, ,50340285292,17409986.5097656,17814.1040995746
4658,503501,99037,Unincorporated,South Whittier,50350199037South Whittier,15993414.7705078,21255.6040394557
4659,503501,85292,Whittier, ,50350185292,597248.533203125,3268.86032186504
4660,503502,99037,Unincorporated,South Whittier,50350299037South Whittier,8569496.27441406,11968.7108894523
4661,503502,85292,Whittier, ,50350285292,4465343.42089844,9860.27744651532
4662,503601,40032,La Mirada, ,50360140032,15030305.4345703,16826.1242827964
4663,503602,40032,La Mirada, ,50360240032,35546688.7207031,25662.2470500142
4664,503701,99037,Unincorporated,East Whittier,50370199037East Whittier,12564182.3017578,15637.0583220534
4665,503702,99037,Unincorporated,East La Mirada,50370299037East La Mirada,18016578.7509766,19141.8331414118
4666,503704,40032,La Mirada, ,50370440032,16195548.3681641,18479.9940823953
4667,503705,40032,La Mirada, ,50370540032,12570703.7294922,17971.600431243
4668,503801,40032,La Mirada, ,50380140032,13796651.8232422,18407.2631729612
4669,503802,40032,La Mirada, ,50380240032,14262475.4121094,15640.5618456388
4670,503901,40032,La Mirada, ,50390140032,9749096.14355469,16160.4044116379
4671,503902,40032,La Mirada, ,50390240032,56734416.5869141,35106.924307965
4672,504001,40032,La Mirada, ,50400140032,14953814.4658203,18132.7502323504
4673,504002,40032,La Mirada, ,50400240032,16680208.9472656,17919.7868345412
4674,504101,40032,La Mirada, ,50410140032,13213401.6064453,15887.6855617103
4675,504200,69154,Santa Fe Springs, ,50420069154,71816618.8857422,60226.2901608082
4676,504200,85292,Whittier, ,50420085292,2057313.36425781,9291.78700217737
4677,530005,48816,Montebello, ,53000548816,24562714.0234375,30539.1789841477
4678,530006,48816,Montebello, ,53000648816,7110648.26855469,13236.9881662104
4679,530007,48816,Montebello, ,53000748816,50731056.7412109,31267.7712621172
4680,530007,62896,Rosemead, ,53000762896,1565909.09960938,6064.08528990976
4681,530101,48816,Montebello, ,53010148816,10894023.5371094,14060.7263657319
4682,530102,48816,Montebello, ,53010248816,14231463.9404297,15917.588952836
4683,530202,48816,Montebello, ,53020248816,18307543.1181641,21931.1717252356
